phi1 phi2 depth orientation nfa octave
1.1059 -1.24281 3692 -1 46.2645 0
1.26215 -1.36 3712 -1 45.9735 0
1.22309 -1.12563 3648 -1 45.6401 0
0.832467 -1.55531 3806 1 42.0194 0
5.1684 -1.32094 3812 1 45.6702 0
1.06684 -1.32094 3805 1 44.9117 0
0.754342 -1.12563 3743 1 39.2134 0
1.14497 -1.28188 3702 1 46.3235 0
1.30122 -1.28188 3601 1 45.8924 0
5.24653 -1.32094 3551 1 50.4902 0
-0.730033 -2.2975 3550 1 45.3843 0
0.793404 -1.12563 3824 1 39.1026 0
1.22309 -1.08656 3918 -1 40.6045 0
-0.00978474 0.00978474 4076 -1 -44.8788 0
4.40428 -2.68553 4054 -1 43.557 0
-0.40041 -0.0683403 4022 1 48.7632 0
-0.00978474 0.00978474 4218 -1 53.2182 0
-0.00978474 -0.0292778 4112 1 52.8893 0
1.74803 -0.0292778 3958 1 37.1888 0
0.185528 -1.94334 4061 -1 48.2936 0
0.0292778 -3.89647 4059 -1 47.9047 0
3.42772 0.00978474 4023 1 48.7253 0
-0.00978474 -1.9824 4125 1 51.9655 0
-0.0879097 -1.9824 4058 -1 44.4555 0
0.146465 -2.37303 3961 1 37.5189 0
-0.00978474 0.00978474 4190 -1 54.0135 0
-0.00978474 0.00978474 4248 1 -42.85 0
-3.87697 0.00978474 4166 1 51.5299 0
-0.0488472 3.72072 4213 1 51.4066 0
-0.0488472 -0.38084 4063 -1 49.8546 0
-0.00978474 0.00978474 4241 1 24.8204 0
-0.00978474 -3.97459 4137 1 49.7879 0
-2.35353 2.00197 4233 -1 50.8365 0
3.8574 0.0879097 4184 -1 51.4628 0
-1.22072 0.00978474 4209 1 51.7614 0
-0.00978474 -0.771465 4118 -1 51.3905 0
3.8574 0.00978474 4207 -1 51.8852 0
-1.10353 0.00978474 4234 1 50.6049 0
4.09178 0.322285 4024 1 46.2735 0
-0.0488472 -0.185528 3860 -1 52.8134 0
-0.0488472 -2.72459 3986 -1 37.9179 0
0.771465 -1.94334 4164 -1 51.2715 0
-0.166035 -0.888653 3819 1 40.3774 0
-4.61916 0.0488472 4127 -1 51.5489 0
1.86522 0.40041 3985 -1 34.2971 0
0.84959 -0.84959 4209 -1 49.834 0
1.94334 -0.771465 4210 1 52.2987 0
5.81053 -0.0292778 4155 1 49.6196 0
-0.00978474 -0.00978474 4076 -1 -44.8381 0
-0.00978474 -0.00978474 4287 1 51.8091 0
-0.00978474 -0.00978474 4498 1 -44.8229 0
-0.00978474 -0.00978474 4193 1 51.9367 0
-3.9551 -0.00978474 4150 1 51.3051 0
-0.00978474 -0.00978474 4332 1 52.3989 0
-0.00978474 -0.00978474 4370 1 52.5727 0
-0.00978474 -0.00978474 4384 -1 52.6805 0
-0.00978474 -0.00978474 4350 1 52.7351 0
0.0683403 -1.96291 4058 -1 49.415 0
-0.00978474 -0.00978474 4440 1 53.131 0
-0.0488472 -0.00978474 4144 -1 52.3452 0
-0.00978474 -0.00978474 4252 1 53.3357 0
-0.00978474 0.0292778 4424 -1 52.7262 0
-0.166035 -0.322285 4061 -1 47.5494 0
-0.00978474 -0.00978474 4475 1 53.3669 0
-0.00978474 -0.00978474 4170 1 53.4332 0
2.33397 -0.830097 4059 -1 45.422 0
-0.322285 -0.205097 4024 1 47.1761 0
-3.9551 -0.791035 4132 1 50.2258 0
-3.91603 -1.96291 4400 1 50.7205 0
1.94334 -0.126972 4053 -1 45.3701 0
0.419903 0.69334 4021 1 45.223 0
-0.00978474 0.263653 4023 1 52.0708 0
-2.04103 0.0683403 4344 -1 51.8153 0
-1.96291 -0.40041 4299 -1 50.1128 0
0.0292778 3.89647 4340 1 52.6486 0
-0.00978474 6.0449 4274 -1 51.1328 0
1.90428 -0.791035 4062 -1 49.2655 0
1.94334 0.0292778 4460 1 51.5917 0
-2.00197 -0.00978474 4450 1 51.0262 0
1.94334 0.38084 4156 -1 51.6522 0
-1.06447 0.0292778 4124 -1 50.4765 0
0.771465 -9.81447 4414 -1 46.2938 0
0.0292778 -1.96291 4180 1 51.105 0
-0.00978474 -1.92385 4456 1 50.0292 0
-0.00978474 -0.40041 4360 1 52.6591 0
-3.87697 1.16209 4314 -1 49.5898 0
0.771465 1.82615 4312 1 50.2286 0
-1.96291 0.146465 4170 1 52.0568 0
1.94334 7.84178 4429 -1 50.9356 0
-0.00978474 -2.0801 4214 -1 51.2667 0
2.06053 3.89647 4108 -1 45.541 0
-3.9551 -0.00978474 4394 -1 51.4886 0
-1.53322 -0.00978474 4313 -1 52.5547 0
1.86522 -2.11916 4202 1 48.0364 0
0.458965 -0.0488472 4430 1 48.9992 0
-0.00978474 -1.68947 4220 1 51.6199 0
2.88084 -0.00978474 4181 1 50.7792 0
-0.00978474 -0.595722 4446 -1 52.2397 0
-0.00978474 -2.04103 4114 -1 50.5348 0
-2.74416 -0.00978474 4406 -1 51.5986 0
-0.791035 3.89647 4483 -1 48.8911 0
3.89647 -7.82228 4123 -1 50.9656 0
-0.0488472 3.74022 4207 1 50.6853 0
1.23288 -1.31177 382 -1 20.4351 1
1.311 -1.23364 550 1 23.7733 1
1.23288 -1.38989 604 -1 23.8102 1
1.38913 -1.54614 582 1 24.4292 1
1.38913 -1.38989 658 -1 24.0459 1
1.70163 -1.70239 508 -1 15.8773 1
1.23288 -2.32739 508 -1 42.271 1
1.70163 -1.46802 248 -1 26.2729 1
1.23288 -1.78052 246 -1 44.5915 1
1.85788 -1.85864 298 -1 16.8242 1
1.77975 -1.54614 272 1 25.9148 1
1.23288 -1.46802 402 1 39.5213 1
2.01413 -1.70239 774 -1 33.1997 1
1.23288 -1.07739 778 -1 41.779 1
1.07663 -1.62427 768 -1 46.8979 1
2.561 -2.09302 460 1 21.8909 1
1.46725 -1.38989 460 1 44.5086 1
1.15475 -1.46802 364 1 33.8038 1
3.73288 -1.62427 294 -1 40.7391 1
1.23288 -1.46802 624 -1 38.6153 1
1.77975 -1.46802 694 -1 39.3118 1
1.54538 -2.09302 696 -1 48.6961 1
-0.329623 -1.46802 300 -1 46.7345 1
1.85788 -1.78052 222 1 39.3449 1
1.23288 -1.85864 224 1 47.4212 1
8.811 -1.85864 698 -1 49.2305 1
1.54538 -1.54614 174 -1 49.2843 1
1.15475 -1.62427 680 1 46.5897 1
2.17038 -2.01489 194 -1 34.6249 1
1.23288 -1.15552 810 1 33.2148 1
1.07663 -1.62427 814 1 50.0534 1
1.23288 -0.921141 324 -1 44.9943 1
-7.7515 7.75073 332 -1 46.3853 1
1.6235 -1.54614 934 -1 40.4241 1
1.23288 -0.843016 724 1 45.6577 1
1.15475 -3.18677 724 1 50.3915 1
1.23288 1.03198 714 1 51.4934 1
1.07663 -1.62427 432 -1 44.8492 1
0.998502 -1.54614 748 -1 46.3636 1
0.451627 -1.54614 718 1 49.5333 1
-3.76712 -1.23364 728 1 50.6543 1
0.529752 -0.686766 880 -1 44.7901 1
0.293695 -0.293389 1014 1 6.82541 1
0.52807 0.0191108 932 -1 -4.5799 1
0.37182 -0.215264 1000 -1 20.0826 1
0.293695 -0.137139 1234 -1 21.0352 1
0.449945 0.331611 962 1 9.8684 1
0.37182 -0.137139 952 1 38.7418 1
0.293695 -0.449639 1170 1 33.2038 1
0.21557 -0.137139 1042 1 22.9449 1
0.21557 -0.137139 1030 -1 34.6013 1
0.21557 -0.215264 1092 1 29.5514 1
0.762445 -0.527764 600 1 26.2033 1
1.07494 -0.215264 606 1 43.6006 1
0.84057 -1.38714 748 1 30.1436 1
0.52807 -0.215264 748 1 48.8955 1
0.449945 0.175361 1392 1 39.9396 1
0.52807 -0.0590142 1410 -1 38.5222 1
0.606195 -0.293389 1262 1 36.7678 1
0.37182 -0.0590142 1368 -1 47.9559 1
0.37182 -0.996514 1072 1 44.4068 1
0.37182 -0.215264 548 1 49.5216 1
0.37182 -1.30901 570 -1 37.2288 1
0.21557 0.0972358 1468 1 32.3782 1
1.07494 -0.762139 572 -1 39.0637 1
-0.956305 0.175361 772 1 45.2729 1
0.68432 -0.527764 532 -1 38.8192 1
0.05932 -0.449639 774 1 46.9502 1
0.52807 -4.12151 1074 1 47.6309 1
-0.018805 -1.69964 790 1 35.788 1
0.37182 -0.215264 882 1 52.2934 1
-0.018805 3.69099 568 -1 48.823 1
-0.800055 -0.0590142 862 1 40.4108 1
0.449945 0.722236 846 1 38.6129 1
0.05932 -0.605889 860 1 39.8979 1
0.137445 -2.01214 700 -1 42.9188 1
2.16869 -0.215264 850 1 49.8767 1
1.69994 -0.215264 1430 -1 43.52 1
1.15307 -1.38714 1212 -1 34.7612 1
8.49682 -2.24651 808 1 49.1702 1
1.19343 -0.919765 1120 1 13.9791 1
1.19343 -1.31039 1944 -1 -0.615904 1
1.11531 -1.15414 1634 -1 16.3589 1
1.34968 -0.919765 1662 1 19.5535 1
1.11531 -1.23227 1086 1 14.0258 1
0.880932 -0.99789 1060 -1 24.7376 1
0.959057 -0.607265 1596 1 24.6082 1
1.03718 -1.07602 1044 1 15.4093 1
1.11531 -1.15414 1826 1 24.9464 1
1.03718 -0.919765 1136 -1 32.4064 1
1.03718 -1.07602 1618 1 33.516 1
0.959057 -0.919765 1180 1 36.6278 1
0.880932 -0.919765 1890 1 38.5297 1
0.880932 -0.763515 1164 -1 35.9872 1
1.42781 -1.31039 1302 1 24.8323 1
1.19343 -1.15414 1544 -1 32.1701 1
1.03718 -1.31039 1330 1 35.8248 1
1.19343 -0.84164 1196 -1 42.0743 1
1.42781 -0.99789 1488 -1 38.862 1
0.646557 -1.07602 1274 -1 37.787 1
0.646557 1.42398 1496 -1 28.269 1
1.11531 -0.68539 1428 -1 43.4701 1
1.27156 -1.31039 1844 -1 17.2046 1
1.19343 -1.07602 1408 -1 44.1244 1
1.19343 -1.07602 1916 -1 41.5201 1
0.568432 -0.84164 1564 1 40.9717 1
0.959057 3.76773 1556 1 47.688 1
1.19343 -1.23227 1382 -1 36.195 1
1.50593 -1.15414 1760 1 36.163 1
1.03718 -1.07602 1758 1 52.528 1
1.50593 -1.23227 1784 -1 27.1747 1
1.19343 -1.31039 1726 -1 23.3098 1
1.03718 -0.84164 1860 1 28.8125 1
0.255932 -0.607265 1518 1 37.9937 1
-6.77532 -0.919765 1516 1 52.5094 1
1.74031 4.78336 1798 -1 44.6421 1
-2.94719 -8.34164 1776 -1 51.6751 1
1.19343 -0.84164 1256 -1 47.21 1
1.81843 -0.99789 1220 1 42.6438 1
0.959057 -0.52914 1520 1 51.1225 1
0.880932 -0.919765 1806 1 50.9644 1
0.412182 -3.96664 1516 1 51.0719 1
0.880932 -1.15414 1468 1 50.4575 1
1.46725 -1.42857 1618 -1 -6.68513 1
1.38913 -1.35045 2370 -1 1.93573 1
1.38913 -1.35045 2348 1 6.75974 1
1.311 -1.35045 1968 -1 10.8478 1
1.311 -1.42857 1660 1 11.0176 1
1.23288 -1.35045 1900 1 20.9635 1
1.311 -1.27232 1720 1 18.9399 1
1.70163 -1.58482 1588 1 19.91 1
1.23288 -1.74107 1582 1 42.9815 1
1.15475 -1.27232 2268 -1 24.7828 1
1.311 -1.42857 1852 1 25.7384 1
1.38913 -1.5067 1948 1 24.3825 1
1.311 -1.42857 2066 -1 26.7927 1
1.38913 -1.35045 2164 -1 27.8273 1
1.77975 -1.66295 1694 -1 4.82575 1
1.46725 -1.8192 1686 -1 39.1256 1
1.38913 -1.27232 2230 -1 26.2717 1
1.38913 -1.42857 2438 1 30.0635 1
1.38913 -1.5067 2018 1 32.2223 1
1.311 -1.27232 1742 -1 33.6444 1
1.15475 -1.11607 1766 -1 28.6836 1
0.842252 -1.58482 2116 -1 36.4511 1
1.38913 -1.42857 1552 1 35.2506 1
0.529752 -2.91295 2112 -1 43.2136 1
1.07663 -2.52232 2290 1 37.3037 1
1.23288 -1.42857 2288 1 46.1223 1
1.23288 -1.1942 1816 -1 40.3673 1
1.15475 -0.881696 2404 1 40.4665 1
1.15475 -1.27232 2084 -1 50.1719 1
1.23288 2.39955 2410 1 47.8426 1
1.15475 -1.35045 2192 -1 46.8024 1
0.686002 -1.35045 2306 1 45.173 1
1.23288 -1.27232 2214 -1 40.6364 1
5.13913 -1.42857 2312 1 47.5033 1
1.38913 -1.42857 1638 -1 47.263 1
0.998502 -1.42857 2144 -1 44.4555 1
0.998502 -1.35045 1796 1 45.0488 1
-0.0195695 -0.0195695 2080 -1 -44.821 1
-0.0195695 -0.0195695 2178 -1 48.8239 1
-0.0195695 -0.0195695 2378 -1 48.8239 1
-0.0195695 -0.0195695 2778 -1 50.5297 1
-0.0195695 -0.0195695 2702 1 50.9144 1
-0.0195695 -0.0195695 2302 1 50.9144 1
0.0585555 -0.0195695 2272 1 51.2332 1
-0.0195695 -0.0195695 2906 -1 52.0862 1
-0.0195695 -0.0195695 2596 -1 52.305 1
-0.0195695 -0.0195695 2494 1 52.3576 1
0.136681 -0.0195695 2506 -1 52.1815 1
-0.0195695 -0.0195695 2316 -1 52.5633 1
-0.0195695 -0.0195695 2716 -1 52.5633 1
-0.0195695 -0.0195695 2406 -1 52.7105 1
-0.0195695 -0.0195695 2206 -1 52.7105 1
-0.0195695 -0.0195695 2806 -1 52.7105 1
-0.410194 -3.92582 2546 -1 52.2005 1
0.0585555 -0.0195695 2516 -1 52.243 1
0.371056 3.96481 2146 -1 50.528 1
-0.0195695 3.80856 2746 -1 51.5346 1
-0.0195695 -0.0195695 2946 -1 52.768 1
-0.0195695 3.88668 2346 -1 52.0245 1
-0.0195695 -0.0195695 2008 1 -44.8571 1
6.15231 -0.0195695 2666 -1 52.0962 1
-0.0195695 -0.0195695 2866 -1 53.0156 1
-1.66019 3.80856 2234 1 51.5613 1
-1.73832 7.79293 2434 1 50.6358 1
-1.58207 -0.0195695 2834 1 51.0435 1
-1.58207 -0.0195695 2634 1 51.5834 1
-0.410194 -1.66019 2026 1 44.5658 1
0.996056 -0.0195695 2794 1 51.6301 1
11.6992 -0.0195695 2656 -1 51.6181 1
-0.0195695 -7.91019 2454 1 52.1389 1
7.79293 -7.91019 2466 -1 50.9843 1
-0.0195695 0.0585555 2260 -1 52.2029 1
-0.0195695 -7.67582 2556 -1 49.3728 1
-0.0195695 0.0585555 2194 1 52.8237 1
-0.0195695 -0.0195695 2456 -1 53.4399 1
-9.39457 -0.0195695 2000 1 49.2588 1
7.79293 -1.19144 2472 1 52.0152 1
-0.0195695 -0.0195695 2994 1 -44.8222 1
-0.0195695 -1.58207 2356 -1 52.5628 1
-0.0195695 -0.0195695 2146 -1 52.3165 1
-0.0195695 0.136681 2792 1 52.6467 1
4.43356 0.761681 2352 1 50.1381 1
-1.58207 0.761681 2756 -1 51.1145 1
-0.0195695 -7.83207 2444 1 50.9027 1
-0.0195695 0.761681 2844 1 52.2684 1
-0.0195695 0.761681 2244 1 51.5463 1
-0.0195695 1.54293 2634 1 51.5502 1
-0.0195695 -0.0195695 2748 -1 53.1949 1
-0.0195695 -3.92582 2736 -1 51.6238 1
-1.58207 -0.0195695 2336 -1 51.8396 1
-0.0195695 -4.08207 2674 1 51.7831 1
3.88668 -0.0195695 2574 1 51.4483 1
-0.0195695 -0.0195695 2546 -1 51.777 1
-11.7383 -0.0195695 2680 1 51.094 1
-3.92582 -0.0195695 2880 1 52.2935 1
-0.0976945 7.94918 2354 1 52.3166 1
-0.253944 9.58981 2570 1 50.595 1
-0.0195695 -7.83207 2570 1 52.0938 1
1.23043 -0.0195695 2474 1 50.8655 1
-4.70707 -4.78519 2348 -1 52.7685 1
-0.0976945 1.38668 2668 -1 51.7856 1
-8.22269 -0.0195695 2656 -1 51.7685 1
-0.0195695 1.07418 2568 -1 51.9652 1
-0.0195695 -7.83207 2476 -1 51.3734 1
0.586778 0.0388332 1432 -1 -15.199 2
0.586778 -0.273667 1492 -1 7.81499 2
0.430528 -0.273667 1732 -1 19.5245 2
0.430528 -0.586167 1672 1 35.5888 2
0.274278 -0.117417 1592 1 38.0218 2
0.430528 0.195083 1908 -1 38.6637 2
0.274278 -0.586167 700 1 38.3469 2
0.743028 -0.117417 1892 1 47.6504 2
1.05553 0.195083 920 1 32.8102 2
0.118028 -0.117417 804 -1 39.0655 2
0.274278 -0.273667 596 -1 45.0732 2
0.118028 0.663833 1344 1 32.7273 2
-0.0382216 0.195083 516 1 43.2333 2
0.743028 -0.117417 952 -1 44.8681 2
-0.0382216 -0.273667 832 1 44.0783 2
0.430528 -0.117417 568 1 46.8088 2
1.99303 -1.52367 1120 1 9.84818 2
0.743028 -0.586167 1100 1 47.6559 2
0.274278 -0.117417 988 1 47.3643 2
0.899278 -1.36742 1244 1 24.6174 2
0.430528 -3.24242 272 -1 46.9884 2
0.118028 -0.117417 464 -1 46.2955 2
2.30553 -0.117417 264 -1 39.1504 2
0.274278 -1.36742 1564 1 37.9606 2
0.430528 0.195083 1288 1 41.3477 2
0.274278 -1.67992 420 1 38.5261 2
4.18053 0.663833 396 1 40.4266 2
1.99303 -0.117417 428 1 42.7522 2
-0.506972 -3.08617 396 1 45.1328 2
-1.60072 -15.7424 292 -1 38.1764 2
-18.007 -0.117417 396 1 46.5045 2
0.430528 -0.898667 1208 -1 44.9824 2
0.743028 -0.429917 1076 -1 37.5584 2
-0.350722 -0.117417 256 -1 49.848 2
1.99303 23.3201 424 1 44.7201 2
-0.350722 -0.898667 1196 -1 49.0497 2
0.743028 -0.898667 1176 1 44.7123 2
-15.3507 0.0388332 1288 1 50.2136 2
0.586778 -0.117417 1048 1 49.5273 2
0.274278 17.0701 396 1 45.0843 2
0.118028 -0.742417 1236 1 50.3083 2
1.05553 0.663833 224 -1 49.1131 2
0.118028 -0.117417 860 -1 48.797 2
-1.91322 -6.99242 220 -1 46.6026 2
0.899278 -0.429917 1028 -1 45.4764 2
-0.350722 -3.24242 220 -1 50.7931 2
0.430528 -0.117417 364 -1 49.9119 2
1.52428 0.351333 1808 -1 44.9043 2
-0.0391389 -0.0391389 1084 -1 -44.8204 2
-0.0391389 -0.0391389 2168 -1 47.3751 2
-0.0391389 -0.0391389 2568 -1 49.2228 2
-0.0391389 -0.0391389 1772 1 49.5077 2
-0.0391389 -0.0391389 1372 1 49.5077 2
-0.0391389 -0.0391389 1908 -1 49.8824 2
-0.0391389 -0.0391389 2720 1 51.7074 2
-0.0391389 -0.0391389 2320 1 51.7074 2
-0.0391389 -0.0391389 1316 1 51.8926 2
-0.0391389 -0.0391389 2516 1 51.8926 2
-0.0391389 -0.0391389 2992 1 -44.8227 2
-0.0391389 -0.0391389 2116 1 51.8926 2
-0.0391389 -0.0391389 1716 1 51.8926 2
-0.0391389 -0.0391389 1988 -1 52.3932 2
-0.0391389 -0.0391389 1588 -1 52.3932 2
-0.0391389 -0.0391389 1188 -1 52.3932 2
-0.0391389 -0.0391389 2388 -1 52.3932 2
-0.0391389 -0.0391389 2788 -1 52.3932 2
0.273361 -15.5079 1512 1 49.4044 2
-0.0391389 0.117111 2924 -1 53.1136 2
1.36711 -1.28914 2348 -1 50.7805 2
-1.60164 6.99211 2948 -1 49.8039 2
-0.0391389 7.77336 1508 -1 52.4781 2
-0.0391389 -0.0391389 1948 -1 53.2664 2
1.36711 -1.28914 2748 -1 50.7805 2
-0.0391389 -0.0391389 1148 -1 53.2664 2
-0.0391389 15.5859 2448 -1 51.7665 2
-0.0391389 -0.0391389 1248 -1 53.1179 2
-0.976639 15.5859 2856 -1 49.6373 2
6.21086 17.1484 1648 -1 47.3094 2
3.08586 14.1796 2048 -1 50.6472 2
-0.0391389 0.117111 2364 1 52.5521 2
-0.0391389 0.117111 2764 1 52.7049 2
-0.0391389 -0.0391389 1564 1 53.5677 2
-15.3516 -0.0391389 2668 -1 51.8387 2
-14.1016 -0.0391389 1868 -1 51.282 2
-15.3516 -0.0391389 2268 -1 51.528 2
1.83586 14.0234 1468 -1 50.6475 2
15.5859 -18.7891 1508 -1 51.5497 2
15.4296 -0.0391389 1828 -1 51.2646 2
15.7421 -0.0391389 2628 -1 49.9904 2
15.5859 -0.0391389 1428 -1 51.3959 2
15.7421 0.742111 2220 -1 48.4997 2
-0.195389 0.273361 1792 1 52.8425 2
-0.0391389 -15.6641 2252 1 51.2449 2
-0.195389 0.273361 2592 1 52.5182 2
2.92961 -1.60164 1412 1 50.6045 2
-0.351639 -15.6641 1816 1 51.2291 2
-0.195389 -7.85164 1416 1 51.6559 2
7.46086 -23.4766 2216 1 49.6421 2
-0.0391389 -7.85164 1504 -1 52.8359 2
-4.72664 3.08586 1876 1 51.2165 2
-0.0391389 15.5859 1476 1 50.8103 2
-0.351639 -7.69539 2676 1 50.8457 2
3.08586 -0.0391389 2276 1 52.354 2
15.8984 -0.820389 1516 -1 51.2322 2
-3.32039 -7.85164 2468 -1 52.2256 2
3.39836 -0.0391389 2864 -1 50.3936 2
0.117111 17.3046 1668 -1 51.6569 2
7.61711 0.742111 2068 -1 51.2788 2
-3.32039 -0.195389 1488 -1 51.12 2
7.77336 -0.0391389 1432 1 50.9687 2
3.08586 -0.0391389 1840 1 52.3554 2
3.08586 -3.16414 2232 1 51.6218 2
15.7421 0.742111 2268 -1 50.6581 2
-3.16414 -0.507889 1868 -1 51.9214 2
-0.0391389 -0.0391389 1448 -1 53.0109 2
0.117111 19.3359 1524 1 52.7474 2
0.117111 16.2109 2888 -1 51.8393 2
-8.16414 -15.6641 2488 -1 51.7032 2
-15.6641 -0.820389 2088 -1 51.7154 2
-0.0391389 -1.75789 1688 -1 51.8431 2
0.548557 -0.0788894 1424 -1 -8.68527 3
0.548557 0.858611 1464 1 36.5571 3
0.861057 -0.703889 1728 -1 17.6805 3
1.17356 -1.64139 2936 -1 0.869918 3
1.17356 -1.01639 2392 -1 17.8038 3
1.48606 -1.01639 2584 1 19.0801 3
1.79856 -1.64139 2096 1 5.54514 3
0.861057 -0.703889 3488 1 24.8439 3
1.17356 -0.703889 2024 -1 24.3262 3
0.236057 -0.703889 696 1 31.9978 3
0.548557 1.48361 2488 -1 4.47655 3
1.48606 -1.95389 3664 -1 27.2323 3
0.861057 -0.391389 3360 1 34.7521 3
0.861057 -6.01639 3648 -1 32.4847 3
2.11106 -1.95389 3832 1 13.2169 3
1.17356 -0.0788894 2464 -1 48.8591 3
-0.388943 -1.32889 3816 1 49.591 3
1.17356 -1.32889 3248 -1 30.4326 3
0.861057 0.546111 912 1 28.859 3
2.11106 -1.64139 1112 1 9.67303 3
1.48606 -1.32889 1840 -1 25.6555 3
0.861057 -1.95389 2984 1 37.4316 3
1.17356 -0.0788894 1528 1 37.5435 3
0.861057 -1.01639 1240 1 31.8724 3
2.42356 -1.01639 3720 -1 47.3101 3
-0.701443 -10.0789 3752 -1 46.4621 3
1.48606 1.17111 2256 1 19.3175 3
0.861057 -1.32889 2320 1 40.0478 3
3.04856 5.23361 3760 -1 48.3654 3
0.548557 -0.0788894 2680 1 38.94 3
0.861057 1.48361 2816 1 37.1777 3
-0.0764432 -0.0788894 2240 1 43.9777 3
2.11106 -1.95389 560 1 25.1221 3
1.17356 -0.703889 2160 -1 39.678 3
0.548557 -31.3289 2824 1 51.0429 3
1.48606 -0.391389 3304 1 48.4705 3
0.236057 -0.703889 3408 1 43.5675 3
0.236057 -0.0788894 400 1 42.9331 3
0.548557 -0.703889 2208 -1 50.0319 3
-30.3889 30.5461 560 1 47.8779 3
4.29856 -0.703889 3192 1 37.6905 3
0.236057 -0.391389 272 -1 43.4627 3
1.48606 -1.64139 608 -1 29.4908 3
1.79856 -1.32889 3080 1 26.613 3
2.42356 -1.64139 3880 -1 45.9997 3
1.48606 -1.95389 1040 -1 38.8262 3
1.79856 -0.391389 3112 -1 48.1436 3
0.156556 -0.156556 3984 -1 -44.9805 4
1.40656 -0.781556 2400 -1 -5.30368 4
0.781556 -0.156556 1408 -1 1.81931 4
0.156556 -0.156556 2576 1 22.7224 4
0.156556 -0.156556 1296 1 27.2943 4
1.40656 -3.28156 3632 -1 15.8485 4
6.40656 -0.781556 3664 -1 43.6369 4
1.40656 -1.40656 3488 1 19.8058 4
0.156556 -0.156556 3344 1 31.4447 4
1.40656 -1.40656 2928 -1 12.6956 4
2.03156 -1.40656 1744 -1 18.8708 4
0.156556 -0.156556 256 -1 33.9475 4
0.781556 -1.40656 1888 -1 28.5085 4
1.40656 -1.40656 2080 1 12.338 4
1.40656 1.09344 2240 1 22.5173 4
0.156556 -0.156556 1584 1 36.1092 4
0.156556 -0.781556 704 1 34.8587 4
0.156556 0.468444 2000 -1 42.5118 4
1.40656 0.468444 896 1 34.6932 4
0.156556 -0.781556 400 1 44.9824 4
2.03156 -2.03156 1104 1 17.5365 4
-1.09344 0.468444 512 1 44.577 4
0.156556 0.468444 5488 -1 53.3893 4
0.156556 62.3434 7088 -1 52.228 4
-62.3434 -0.156556 6256 1 48.354 4
0.156556 -0.156556 7104 -1 53.377 4
0.156556 -0.156556 6464 -1 53.6053 4
32.0316 -0.156556 6272 1 52.7068 4
75.1566 -0.156556 6352 1 50.2519 4
1.40656 31.0934 5184 -1 51.4438 4
5.78156 -0.156556 4864 -1 52.9709 4
6.40656 -62.6566 4960 -1 51.93 4
-2.96844 -97.0316 4704 1 51.5976 4
0.156556 -31.4066 7536 1 50.4792 4
-61.7184 31.0934 6832 1 48.9552 4
62.6566 -0.156556 7264 -1 53.0833 4
0.156556 -0.156556 7936 1 -14.8285 4
12.6566 -5.78156 7504 -1 51.5099 4
0.156556 62.3434 5824 1 50.986 4
-69.2184 -0.156556 7600 1 49.5605 4
23.9066 -0.156556 6688 -1 51.9933 4
