wellName,datasetName,TDEP,AvgCali,Azimuth,CenteredDepth,Colour,DipPiking_JK_TRU,HAzi,HDev,InfoArray,Quality,RES_BD_IMG_Azimuth,RES_BD_IMG_DipHeight,RES_BD_IMG_DipPiking_JK_APP,Shape,Type
,,ft,in,dega,ft,,dega,deg,deg,,,dega,ft,dega,,
48/19a-C2,DipJK,13383.9362913044,8.5,13.48851,13383.9362913044,#0000ff,49.50467,131.8164,88.68169,-9999,1,313.7549,1.74727675987054,67.93272,0,NONE
48/19a-C2,DipJK,13383.9362913044,8.5,13.48851,13383.9362913044,#0000ff,49.50467,131.8164,88.68169,-9999,1,313.7549,1.74727675987054,67.93272,0,NONE
48/19a-C2,DipJK,13383.9362913044,8.5,13.48851,13383.9362913044,#0000ff,49.50467,131.8164,88.68169,-9999,1,313.7549,1.74727675987054,67.93272,0,NONE
48/19a-C2,DipJK,13383.9362913044,8.5,13.48851,13383.9362913044,#0000ff,49.50467,131.8164,88.68169,-9999,1,313.7549,1.74727675987054,67.93272,0,NONE
48/19a-C2,DipJK,13383.9362913044,8.5,13.48851,13383.9362913044,#0000ff,49.50467,131.8164,88.68169,-9999,1,313.7549,1.74727675987054,67.93272,0,NONE
48/19a-C2,DipJK,13383.9362913044,8.5,13.48851,13383.9362913044,#0000ff,49.50467,131.8164,88.68169,-9999,1,313.7549,1.74727675987054,67.93272,0,NONE
48/19a-C2,DipJK,13383.9362913044,8.5,13.48851,13383.9362913044,#0000ff,49.50467,131.8164,88.68169,-9999,1,313.7549,1.74727675987054,67.93272,0,NONE
48/19a-C2,DipJK,13383.9362913044,8.5,13.48851,13383.9362913044,#0000ff,49.50467,131.8164,88.68169,-9999,1,313.7549,1.74727675987054,67.93272,0,NONE
48/19a-C2,DipJK,13384.149905312,8.5,13.61488,13384.149905312,#0000ff,47.44767,131.8138,88.68144,-9999,1,315.8197,1.81496533098538,68.6806,0,NONE
48/19a-C2,DipJK,13384.149905312,8.5,13.61488,13384.149905312,#0000ff,47.44767,131.8138,88.68144,-9999,1,315.8197,1.81496533098538,68.6806,0,NONE
48/19a-C2,DipJK,13384.149905312,8.5,13.61488,13384.149905312,#0000ff,47.44767,131.8138,88.68144,-9999,1,315.8197,1.81496533098538,68.6806,0,NONE
48/19a-C2,DipJK,13384.149905312,8.5,13.61488,13384.149905312,#0000ff,47.44767,131.8138,88.68144,-9999,1,315.8197,1.81496533098538,68.6806,0,NONE
48/19a-C2,DipJK,13384.149905312,8.5,13.61488,13384.149905312,#0000ff,47.44767,131.8138,88.68144,-9999,1,315.8197,1.81496533098538,68.6806,0,NONE
48/19a-C2,DipJK,13384.149905312,8.5,13.61488,13384.149905312,#0000ff,47.44767,131.8138,88.68144,-9999,1,315.8197,1.81496533098538,68.6806,0,NONE
48/19a-C2,DipJK,13384.149905312,8.5,13.61488,13384.149905312,#0000ff,47.44767,131.8138,88.68144,-9999,1,315.8197,1.81496533098538,68.6806,0,NONE
48/19a-C2,DipJK,13384.149905312,8.5,13.61488,13384.149905312,#0000ff,47.44767,131.8138,88.68144,-9999,1,315.8197,1.81496533098538,68.6806,0,NONE
48/19a-C2,DipJK,13384.149905312,8.5,13.61488,13384.149905312,#0000ff,47.44767,131.8138,88.68144,-9999,1,315.8197,1.81496533098538,68.6806,0,NONE
48/19a-C2,DipJK,13384.149905312,8.5,13.61488,13384.149905312,#0000ff,47.44767,131.8138,88.68144,-9999,1,315.8197,1.81496533098538,68.6806,0,NONE
48/19a-C2,DipJK,13384.149905312,8.5,13.61488,13384.149905312,#0000ff,47.44767,131.8138,88.68144,-9999,1,315.8197,1.81496533098538,68.6806,0,NONE
48/19a-C2,DipJK,13384.149905312,8.5,13.61488,13384.149905312,#0000ff,47.44767,131.8138,88.68144,-9999,1,315.8197,1.81496533098538,68.6806,0,NONE
48/19a-C2,DipJK,13384.149905312,8.5,13.61488,13384.149905312,#0000ff,47.44767,131.8138,88.68144,-9999,1,315.8197,1.81496533098538,68.6806,0,NONE
48/19a-C2,DipJK,13384.149905312,8.5,13.61488,13384.149905312,#0000ff,47.44767,131.8138,88.68144,-9999,1,315.8197,1.81496533098538,68.6806,0,NONE
48/19a-C2,DipJK,13384.4330844067,8.5,6.112259,13384.4330844067,#0000ff,49.65815,131.8107,88.68114,-9999,0.3529412,315.8193,1.36901190990889,62.64274,0,NONE
48/19a-C2,DipJK,13384.4330844067,8.5,6.112259,13384.4330844067,#0000ff,49.65815,131.8107,88.68114,-9999,0.3529412,315.8193,1.36901190990889,62.64274,0,NONE
48/19a-C2,DipJK,13384.4330844067,8.5,6.112259,13384.4330844067,#0000ff,49.65815,131.8107,88.68114,-9999,0.3529412,315.8193,1.36901190990889,62.64274,0,NONE
48/19a-C2,DipJK,13384.4330844067,8.5,6.112259,13384.4330844067,#0000ff,49.65815,131.8107,88.68114,-9999,0.3529412,315.8193,1.36901190990889,62.64274,0,NONE
48/19a-C2,DipJK,13384.4330844067,8.5,6.112259,13384.4330844067,#0000ff,49.65815,131.8107,88.68114,-9999,0.3529412,315.8193,1.36901190990889,62.64274,0,NONE
