phi1 phi2 depth orientation nfa octave
1.35014 -1.62396 3584 -1 47.2359 1
0.803266 -1.38959 3810 1 42.3132 1
2.05327 1.65729 4084 1 45.2453 1
1.11577 -1.38959 3710 -1 44.2095 1
1.50639 -1.31146 3640 -1 48.0949 1
1.50639 -0.37396 3808 1 50.7747 1
0.0195695 -0.0195695 4376 1 -38.1791 1
0.0195695 -0.0195695 4340 1 -37.4083 1
0.0195695 -0.0195695 4360 1 -37.2295 1
0.0195695 -0.0195695 4416 1 -37.193 1
0.0195695 -0.0195695 4440 1 -36.9349 1
0.0195695 -0.0195695 4324 1 -36.2399 1
0.0195695 -0.0195695 4500 1 -34.906 1
0.0195695 -0.0195695 4512 1 -34.2054 1
0.0195695 -0.0195695 4528 1 -33.5591 1
0.0195695 -0.0195695 4560 1 -32.6629 1
0.0195695 -0.0195695 4574 1 -32.0354 1
0.0195695 -0.0195695 4608 1 -30.6777 1
0.0195695 -0.0195695 4634 1 -30.1403 1
0.0195695 -0.0195695 4672 1 -28.1203 1
0.0195695 -0.0195695 4696 1 -26.7694 1
0.0195695 -0.0195695 4684 1 -26.2648 1
0.0195695 -0.0195695 4722 1 -25.5923 1
0.0195695 -0.0195695 4746 1 -25.0713 1
0.0195695 -0.0195695 4760 1 -24.4833 1
0.0195695 -0.0195695 4734 1 -23.789 1
0.0195695 -0.0195695 4782 1 -23.2725 1
0.0195695 -0.0195695 4810 1 -20.8051 1
-0.0585555 -0.0195695 4844 1 -17.87 1
-0.0585555 -0.0195695 4862 1 -15.8195 1
0.0195695 -0.0195695 4898 1 -8.63362 1
-1.15231 -5.95707 4012 1 41.3943 1
-0.292931 -4.31644 4020 1 44.6763 1
0.0195695 -0.175819 4070 1 50.6174 1
-3.88668 0.527306 4058 -1 49.5003 1
-0.292931 0.0585555 4020 1 49.7684 1
2.77856 -2.77886 1316 -1 18.9014 2
2.62231 -2.46636 768 -1 17.3502 2
2.62231 -2.46636 1204 -1 22.4304 2
2.93481 -2.62261 1160 1 21.4167 2
2.77856 -2.62261 1104 1 24.6469 2
2.93481 -2.77886 732 1 18.6614 2
2.77856 -2.62261 1248 -1 27.1583 2
2.93481 -2.62261 664 -1 25.119 2
2.77856 -2.77886 924 1 27.5197 2
3.09106 -2.62261 548 1 25.5371 2
2.46606 -2.77886 484 -1 35.6275 2
2.46606 -2.46636 692 1 34.8758 2
2.62231 -2.77886 1132 -1 34.9715 2
3.24731 -2.46636 1568 -1 32.1673 2
2.77856 -2.62261 972 1 33.7871 2
3.40356 -2.77886 1020 -1 25.1424 2
2.46606 -2.31011 820 1 34.7018 2
2.77856 -3.24761 584 -1 39.0361 2
2.15356 -2.15386 1620 1 27.7487 2
3.09106 -2.62261 1484 -1 40.5298 2
3.09106 -2.62261 1528 -1 35.9528 2
2.62231 -2.46636 440 1 42.9962 2
3.09106 -2.77886 1360 1 39.6662 2
3.24731 -2.93511 856 -1 22.0236 2
3.55981 -3.09136 1732 1 25.9736 2
3.55981 -2.93511 1460 1 37.7318 2
3.24731 -2.77886 1868 -1 27.1408 2
-4.72144 12.5336 1736 1 46.7539 2
2.93481 -2.93511 1392 -1 44.4049 2
2.77856 -2.77886 352 -1 48.5399 2
4.18481 -3.87261 384 -1 35.0397 2
-2.06519 -2.46636 1732 1 49.1358 2
2.62231 -2.77886 1688 -1 50.834 2
3.40356 -2.77886 1816 1 52.86 2
2.62231 -2.93511 1788 1 46.5326 2
2.46606 -3.56011 1724 -1 43.8417 2
2.62231 4.72114 1740 1 51.4323 2
5.55712 -5.55773 2632 -1 18.9014 3
5.24462 -4.93273 1536 -1 17.3502 3
5.24462 -4.93273 2408 -1 22.4304 3
5.86962 -5.24523 2320 1 21.4167 3
5.55712 -5.24523 2208 1 24.6469 3
5.86962 -5.55773 1464 1 18.6614 3
5.55712 -5.24523 2496 -1 27.1583 3
5.86962 -5.24523 1328 -1 25.119 3
5.55712 -5.55773 1848 1 27.5197 3
6.18212 -5.24523 1096 1 25.5371 3
4.93212 -5.55773 968 -1 35.6275 3
4.93212 -4.93273 1384 1 34.8758 3
5.24462 -5.55773 2264 -1 34.9715 3
6.49462 -4.93273 3136 -1 32.1673 3
5.55712 -5.24523 1944 1 33.7871 3
6.80712 -5.55773 2040 -1 25.1424 3
4.93212 -4.62023 1640 1 34.7018 3
5.55712 -6.49523 1168 -1 39.0361 3
4.30712 -4.30773 3240 1 27.7487 3
6.18212 -5.24523 2968 -1 40.5298 3
6.18212 -5.24523 3056 -1 35.9528 3
5.24462 -4.93273 880 1 42.9962 3
6.18212 -5.55773 2720 1 39.6662 3
6.49462 -5.87023 1712 -1 22.0236 3
7.11962 -6.18273 3464 1 25.9736 3
7.11962 -5.87023 2920 1 37.7318 3
6.49462 -5.55773 3736 -1 27.1408 3
-9.44288 25.0673 3472 1 46.7539 3
5.86962 -5.87023 2784 -1 44.4049 3
5.55712 -5.55773 704 -1 48.5399 3
8.36962 -7.74523 768 -1 35.0397 3
-4.13038 -4.93273 3464 1 49.1358 3
5.24462 -5.55773 3376 -1 50.834 3
6.80712 -5.55773 3632 1 52.86 3
5.24462 -5.87023 3576 1 46.5326 3
4.93212 -7.12023 3448 -1 43.8417 3
5.24462 9.44227 3480 1 51.4323 3
11.1142 -11.1155 5264 -1 18.9014 4
10.4892 -9.86546 3072 -1 17.3502 4
10.4892 -9.86546 4816 -1 22.4304 4
11.7392 -10.4905 4640 1 21.4167 4
11.1142 -10.4905 4416 1 24.6469 4
11.7392 -11.1155 2928 1 18.6614 4
11.1142 -10.4905 4992 -1 27.1583 4
11.7392 -10.4905 2656 -1 25.119 4
11.1142 -11.1155 3696 1 27.5197 4
12.3642 -10.4905 2192 1 25.5371 4
9.86424 -11.1155 1936 -1 35.6275 4
9.86424 -9.86546 2768 1 34.8758 4
10.4892 -11.1155 4528 -1 34.9715 4
12.9892 -9.86546 6272 -1 32.1673 4
11.1142 -10.4905 3888 1 33.7871 4
13.6142 -11.1155 4080 -1 25.1424 4
9.86424 -9.24046 3280 1 34.7018 4
11.1142 -12.9905 2336 -1 39.0361 4
8.61424 -8.61546 6480 1 27.7487 4
12.3642 -10.4905 5936 -1 40.5298 4
12.3642 -10.4905 6112 -1 35.9528 4
10.4892 -9.86546 1760 1 42.9962 4
12.3642 -11.1155 5440 1 39.6662 4
12.9892 -11.7405 3424 -1 22.0236 4
14.2392 -12.3655 6928 1 25.9736 4
14.2392 -11.7405 5840 1 37.7318 4
12.9892 -11.1155 7472 -1 27.1408 4
-18.8858 50.1345 6944 1 46.7539 4
11.7392 -11.7405 5568 -1 44.4049 4
11.1142 -11.1155 1408 -1 48.5399 4
16.7392 -15.4905 1536 -1 35.0397 4
-8.26076 -9.86546 6928 1 49.1358 4
10.4892 -11.1155 6752 -1 50.834 4
13.6142 -11.1155 7264 1 52.86 4
10.4892 -11.7405 7152 1 46.5326 4
9.86424 -14.2405 6896 -1 43.8417 4
10.4892 18.8845 6960 1 51.4323 4
